Designer,Work,Type,Status,SourceURL,LocalPath,Notes
Charles & Ray Eames,Charles and Ray Eames,Target,NotFound,,images/eames/Charles and Ray Eames.jpg,No match in category
Charles & Ray Eames,EamesCards,Target,NotFound,,images/eames/EamesCards.JPG,No match in category
Charles & Ray Eames,eames_aluminum_group,Target,NotFound,,images/eames/eames_aluminum_group.jpg,No match in category
Charles & Ray Eames,eames_eames_elephant,Target,NotFound,,images/eames/eames_eames_elephant.jpg,No match in category
Charles & Ray Eames,eames_eames_house,Target,NotFound,,images/eames/eames_eames_house.jpg,No match in category
Charles & Ray Eames,eames_hangitall,Target,NotFound,,images/eames/eames_hangitall.jpg,No match in category
Charles & Ray Eames,eames_la_chaise,Target,NotFound,,images/eames/eames_la_chaise.jpg,No match in category
Charles & Ray Eames,eames_lcw,Target,NotFound,,images/eames/eames_lcw.jpg,No match in category
Charles & Ray Eames,eames_lounge_chair,Target,NotFound,,images/eames/eames_lounge_chair.jpg,No match in category
Charles & Ray Eames,eames_molded_plastic_chair,Target,NotFound,,images/eames/eames_molded_plastic_chair.jpg,No match in category
Charles & Ray Eames,eames_powers_of_ten,Target,NotFound,,images/eames/eames_powers_of_ten.jpg,No match in category
Charles & Ray Eames,eames_wire_chair,Target,NotFound,,images/eames/eames_wire_chair.jpg,No match in category
Charles & Ray Eames,eames_wood,Target,NotFound,,images/eames/eames_wood.jpg,No match in category
Philippe Starck,starck_alessi_hot_bertaa,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/6/66/Philippe_starck_per_alessi_spa.%2C_bollitore_hot_bertaa%2C_1990.jpg,images/starck/starck_alessi_hot_bertaa.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,starck_asahi_beer_hall,Target,NotFound,,images/starck/starck_asahi_beer_hall.jpg,No match in category
Philippe Starck,starck_bubble_club_sofa,Target,NotFound,,images/starck/starck_bubble_club_sofa.jpg,No match in category
Philippe Starck,starck_costes_chair,Target,NotFound,,images/starck/starck_costes_chair.jpg,No match in category
Philippe Starck,starck_gun_lamp,Target,NotFound,,images/starck/starck_gun_lamp.jpg,No match in category
Philippe Starck,starck_juicy_salif,Target,NotFound,,images/starck/starck_juicy_salif.jpg,No match in category
Philippe Starck,starck_louis_ghost_chair,Target,NotFound,,images/starck/starck_louis_ghost_chair.jpg,No match in category
Philippe Starck,starck_moto_65,Target,NotFound,,images/starck/starck_moto_65.jpg,No match in category
Philippe Starck,starck_portrait,Target,NotFound,,images/starck/starck_portrait.jpg,No match in category
Philippe Starck,starck_steve_jobs_yacht,Target,NotFound,,images/starck/starck_steve_jobs_yacht.jpg,No match in category
Philippe Starck,Alessi at Local Root.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/46/Alessi_at_Local_Root.jpg,D:\history of id course\images\_extras\starck\Alessi_at_Local_Root.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Alhondiga.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/c/c4/Alhondiga.jpg,D:\history of id course\images\_extras\starck\Alhondiga.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Card Philippe StarckPhilippe Starck.png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/df/Card_Philippe_StarckPhilippe_Starck.png,D:\history of id course\images\_extras\starck\Card_Philippe_StarckPhilippe_Starck.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Wilhelm Wagenfeld,GLAM Porzellanmanufaktur Fürstenberg Wagenfeld 639 e.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/4/47/GLAM_Porzellanmanufaktur_F%C3%BCrstenberg_Wagenfeld_639_e.jpg,D:\history of id course\images\_extras\wagenfeld\GLAM_Porzellanmanufaktur_F_rstenberg_Wagenfeld_639_e.jpg,Extra Image
Philippe Starck,Chaise Louis Ghost.png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b5/Chaise_Louis_Ghost.png,D:\history of id course\images\_extras\starck\Chaise_Louis_Ghost.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,D2 starck toaster.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/d7/D2_starck_toaster.jpg,D:\history of id course\images\_extras\starck\D2_starck_toaster.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Geneva International Motor Show 2018, Le Grand-Saconnex (1X7A1508).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/37/Geneva_International_Motor_Show_2018%2C_Le_Grand-Saconnex_%281X7A1508%29.jpg,D:\history of id course\images\_extras\starck\Geneva_International_Motor_Show_2018__Le_Grand-Saconnex__1X7A1508_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Mama Shelter Lyon.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/d9/Mama_Shelter_Lyon.jpg,D:\history of id course\images\_extras\starck\Mama_Shelter_Lyon.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,MamaMarseille.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/8f/MamaMarseille.jpg,D:\history of id course\images\_extras\starck\MamaMarseille.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe Starck at TED (8518013685).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/c/cd/Philippe_Starck_at_TED_%288518013685%29.jpg,D:\history of id course\images\_extras\starck\Philippe_Starck_at_TED__8518013685_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe Starck crop.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e7/Philippe_Starck_crop.jpg,D:\history of id course\images\_extras\starck\Philippe_Starck_crop.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe starck per alessi spa., bollitore hot bertaa, 1990.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/66/Philippe_starck_per_alessi_spa.%2C_bollitore_hot_bertaa%2C_1990.jpg,D:\history of id course\images\_extras\starck\Philippe_starck_per_alessi_spa.__bollitore_hot_bertaa__1990.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe starck per alessi spa., centrotavola les ministres, 1996, in reina e acciaio.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/7c/Philippe_starck_per_alessi_spa.%2C_centrotavola_les_ministres%2C_1996%2C_in_reina_e_acciaio.jpg,D:\history of id course\images\_extras\starck\Philippe_starck_per_alessi_spa.__centrotavola_les_ministres__1996__in_reina_e_acciaio.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe starck per alessi spa., colino max le chinois, 1990.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/c/c2/Philippe_starck_per_alessi_spa.%2C_colino_max_le_chinois%2C_1990.jpg,D:\history of id course\images\_extras\starck\Philippe_starck_per_alessi_spa.__colino_max_le_chinois__1990.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe starck per alessi spa., scacciamosche dr. skud, plastica, 1998.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e1/Philippe_starck_per_alessi_spa.%2C_scacciamosche_dr._skud%2C_plastica%2C_1998.jpg,D:\history of id course\images\_extras\starck\Philippe_starck_per_alessi_spa.__scacciamosche_dr._skud__plastica__1998.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe starck per XO, sedia dr. sonderbar, boissy saint-léger, 1983.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e1/Philippe_starck_per_XO%2C_sedia_dr._sonderbar%2C_boissy_saint-l%C3%A9ger%2C_1983.jpg,D:\history of id course\images\_extras\starck\Philippe_starck_per_XO__sedia_dr._sonderbar__boissy_saint-l_ger__1983.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe Starck.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/79/Philippe_Starck.jpg,D:\history of id course\images\_extras\starck\Philippe_Starck.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe Starck2.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b0/Philippe_Starck2.jpg,D:\history of id course\images\_extras\starck\Philippe_Starck2.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe Starck3.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/ba/Philippe_Starck3.jpg,D:\history of id course\images\_extras\starck\Philippe_Starck3.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippe Stark and Loic at Le Web 3.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/ab/Philippe_Stark_and_Loic_at_Le_Web_3.jpg,D:\history of id course\images\_extras\starck\Philippe_Stark_and_Loic_at_Le_Web_3.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Philippestarck.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/47/Philippestarck.jpg,D:\history of id course\images\_extras\starck\Philippestarck.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Phillipe-starck-001.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/47/Phillipe-starck-001.jpg,D:\history of id course\images\_extras\starck\Phillipe-starck-001.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Phillippe Starck 2011 (3x4 cropped).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b5/Phillippe_Starck_2011_%283x4_cropped%29.jpg,D:\history of id course\images\_extras\starck\Phillippe_Starck_2011__3x4_cropped_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Phillippe Starck 2011.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/db/Phillippe_Starck_2011.jpg,D:\history of id course\images\_extras\starck\Phillippe_Starck_2011.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Sea Grapes Beach, Hawksbill Bay, Antigua.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/da/Sea_Grapes_Beach%2C_Hawksbill_Bay%2C_Antigua.jpg,D:\history of id course\images\_extras\starck\Sea_Grapes_Beach__Hawksbill_Bay__Antigua.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Starck Paris Foot Gay.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/eb/Starck_Paris_Foot_Gay.jpg,D:\history of id course\images\_extras\starck\Starck_Paris_Foot_Gay.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Starck675.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/32/Starck675.jpg,D:\history of id course\images\_extras\starck\Starck675.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Tall Red K6 Phone Box.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/1c/Tall_Red_K6_Phone_Box.jpg,D:\history of id course\images\_extras\starck\Tall_Red_K6_Phone_Box.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Telefunken Digitale 45.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e6/Telefunken_Digitale_45.jpg,D:\history of id course\images\_extras\starck\Telefunken_Digitale_45.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Timeless design is not a cliche - Philippe Starck.webm,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b4/Timeless_design_is_not_a_cliche_-_Philippe_Starck.webm,D:\history of id course\images\_extras\starck\Timeless_design_is_not_a_cliche_-_Philippe_Starck.webm,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Philippe Starck,Venus (super yacht designed by Philippe Starck), Port de Palma, Majorca, Spain - 2022-08-20.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/dc/Venus_%28super_yacht_designed_by_Philippe_Starck%29%2C_Port_de_Palma%2C_Majorca%2C_Spain_-_2022-08-20.jpg,D:\history of id course\images\_extras\starck\Venus__super_yacht_designed_by_Philippe_Starck___Port_de_Palma__Majorca__Spain_-_2022-08-20.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,dyson_360_heurist,Target,NotFound,,images/dyson/dyson_360_heurist.jpg,No match in category
James Dyson,dyson_airblade,Target,NotFound,,images/dyson/dyson_airblade.jpg,No match in category
James Dyson,dyson_ballbarrow,Target,NotFound,,images/dyson/dyson_ballbarrow.jpg,No match in category
James Dyson,dyson_bladeless_fan,Target,NotFound,,images/dyson/dyson_bladeless_fan.jpg,No match in category
James Dyson,dyson_corrale_straightener,Target,NotFound,,images/dyson/dyson_corrale_straightener.jpg,No match in category
James Dyson,dyson_csys_light,Target,NotFound,,images/dyson/dyson_csys_light.jpg,No match in category
James Dyson,dyson_dc01_vacuum,Target,NotFound,,images/dyson/dyson_dc01_vacuum.jpg,No match in category
James Dyson,dyson_gforce,Target,NotFound,,images/dyson/dyson_gforce.jpg,No match in category
James Dyson,dyson_portrait,Target,NotFound,,images/dyson/dyson_portrait.jpg,No match in category
James Dyson,dyson_supersonic_hair_dryer,Target,NotFound,,images/dyson/dyson_supersonic_hair_dryer.jpg,No match in category
James Dyson,James Dyson (8487823423).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/90/James_Dyson_%288487823423%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487823423_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487823763).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/79/James_Dyson_%288487823763%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487823763_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487824149).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/ac/James_Dyson_%288487824149%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487824149_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487825345).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/7c/James_Dyson_%288487825345%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487825345_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487826079).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/86/James_Dyson_%288487826079%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487826079_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487827935).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e8/James_Dyson_%288487827935%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487827935_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487828223).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/ac/James_Dyson_%288487828223%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487828223_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8487828917).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/65/James_Dyson_%288487828917%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8487828917_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488917546).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/38/James_Dyson_%288488917546%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488917546_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488918056).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a9/James_Dyson_%288488918056%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488918056_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488919568).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ec/James_Dyson_%288488919568%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488919568_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488921190).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/5e/James_Dyson_%288488921190%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488921190_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488921566).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/db/James_Dyson_%288488921566%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488921566_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488921842).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/aa/James_Dyson_%288488921842%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488921842_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson 1.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/20/James_Dyson_1.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_1.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson 4.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/af/James_Dyson_4.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_4.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson in February 2013.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ec/James_Dyson_in_February_2013.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_in_February_2013.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson media launch (8487826871).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/02/James_Dyson_media_launch_%288487826871%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_media_launch__8487826871_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/26/James_Dyson.jpg,D:\history of id course\images\_extras\dyson\James_Dyson.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,Sir James Dyson CBE FREng FRS.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/67/Sir_James_Dyson_CBE_FREng_FRS.jpg,D:\history of id course\images\_extras\dyson\Sir_James_Dyson_CBE_FREng_FRS.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Wilhelm Wagenfeld,Ostertorwache Am Wall (209) in Bremen.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/f/f2/Ostertorwache_Am_Wall_%28209%29_in_Bremen.jpg,D:\history of id course\images\_extras\wagenfeld\Ostertorwache_Am_Wall__209__in_Bremen.jpg,Extra Image
Wilhelm Wagenfeld,Sossengiesser aus feuerfestem JENAer GLAS - László Moholy-Nagy, 1933.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/1/18/Sossengiesser_aus_feuerfestem_JENAer_GLAS_-_L%C3%A1szl%C3%B3_Moholy-Nagy%2C_1933.jpg,D:\history of id course\images\_extras\wagenfeld\Sossengiesser_aus_feuerfestem_JENAer_GLAS_-_L_szl__Moholy-Nagy__1933.jpg,Extra Image
Wilhelm Wagenfeld,Stamp Design BRD.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/5/52/Stamp_Design_BRD.jpg,D:\history of id course\images\_extras\wagenfeld\Stamp_Design_BRD.jpg,Extra Image
Jonathan Ive,ive_airpods,Target,NotFound,,images/ive/ive_airpods.jpg,No match in category
Jonathan Ive,ive_apple_park,Target,Success,https://upload.wikimedia.org/wikipedia/commons/a/aa/Jonathan_Ive_at_Apple%2C_2011.jpg,images/ive/ive_apple_park.jpg,Match: File:Jonathan Ive at Apple, 2011.jpg
Jonathan Ive,ive_apple_watch,Target,Success,https://upload.wikimedia.org/wikipedia/commons/a/aa/Jonathan_Ive_at_Apple%2C_2011.jpg,images/ive/ive_apple_watch.jpg,Match: File:Jonathan Ive at Apple, 2011.jpg
Jonathan Ive,ive_imac,Target,NotFound,,images/ive/ive_imac.jpg,No match in category
Jonathan Ive,ive_imac,Target,NotFound,,images/ive/ive_imac.png,No match in category
Jonathan Ive,ive_imac_pro,Target,NotFound,,images/ive/ive_imac_pro.jpg,No match in category
Jonathan Ive,ive_ios_7,Target,NotFound,,images/ive/ive_ios_7.jpg,No match in category
Jonathan Ive,ive_ipad,Target,NotFound,,images/ive/ive_ipad.jpg,No match in category
Jonathan Ive,ive_iphone,Target,NotFound,,images/ive/ive_iphone.jpg,No match in category
Jonathan Ive,ive_ipod,Target,NotFound,,images/ive/ive_ipod.jpg,No match in category
Jonathan Ive,ive_macbook,Target,NotFound,,images/ive/ive_macbook.jpg,No match in category
Jonathan Ive,ive_mac_pro,Target,NotFound,,images/ive/ive_mac_pro.jpg,No match in category
Jonathan Ive,ive_minimal.jpg,Target,NotFound,,images/ive/ive_minimal.jpg.jpeg,No match in category
Jonathan Ive,ive_power_mac_g4_cube,Target,NotFound,,images/ive/ive_power_mac_g4_cube.jpg,No match in category
Jonathan Ive,Jonathan_Ive_%28OTRS%29,Target,Success,https://upload.wikimedia.org/wikipedia/commons/3/3e/Jonathan_Ive_%28OTRS%29_%28cropped%29.jpg,images/ive/Jonathan_Ive_%28OTRS%29.jpg,Match: File:Jonathan Ive (OTRS) (cropped).jpg
Jonathan Ive,Sir Jonathan Paul Ive,Target,NotFound,,images/ive/Sir Jonathan Paul Ive.jpg,No match in category
Jonathan Ive,HK HKCEC Wan Chai 蘇富比 Sotheby's Preview 拍賣 預展 Tony and Marc's Red Auction sign Oct-2013.JPG,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/e/e0/HK_HKCEC_Wan_Chai_%E8%98%87%E5%AF%8C%E6%AF%94_Sotheby%27s_Preview_%E6%8B%8D%E8%B3%A3_%E9%A0%90%E5%B1%95_Tony_and_Marc%27s_Red_Auction_sign_Oct-2013.JPG,D:\history of id course\images\_extras\ive\HK_HKCEC_Wan_Chai_____Sotheby_s_Preview_______Tony_and_Marc_s_Red_Auction_sign_Oct-2013.JPG,Extra Image
Jonathan Ive,Ive Lasseter cropped.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/7/78/Ive_Lasseter_cropped.jpg,D:\history of id course\images\_extras\ive\Ive_Lasseter_cropped.jpg,Extra Image
Jonathan Ive,Ive Lasseter.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/5/51/Ive_Lasseter.jpg,D:\history of id course\images\_extras\ive\Ive_Lasseter.jpg,Extra Image
Jonathan Ive,Johnny-ive.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/b/be/Johnny-ive.jpg,D:\history of id course\images\_extras\ive\Johnny-ive.jpg,Extra Image
Jonathan Ive,Jonathan Ive (OTRS).jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/7/7d/Jonathan_Ive_%28OTRS%29.jpg,D:\history of id course\images\_extras\ive\Jonathan_Ive__OTRS_.jpg,Extra Image
Karim Rashid,rashid_bobble_water_bottle,Target,NotFound,,images/rashid/rashid_bobble_water_bottle.jpg,No match in category
Karim Rashid,rashid_garbo_trash_can,Target,NotFound,,images/rashid/rashid_garbo_trash_can.jpg,No match in category
Karim Rashid,rashid_kenzo_amour_bottle,Target,NotFound,,images/rashid/rashid_kenzo_amour_bottle.jpg,No match in category
Karim Rashid,rashid_kloud_sofa,Target,NotFound,,images/rashid/rashid_kloud_sofa.jpg,No match in category
Karim Rashid,rashid_nook_chair,Target,NotFound,,images/rashid/rashid_nook_chair.jpg,No match in category
Karim Rashid,rashid_oh_chair,Target,NotFound,,images/rashid/rashid_oh_chair.jpg,No match in category
Karim Rashid,rashid_ottawa_sofa,Target,NotFound,,images/rashid/rashid_ottawa_sofa.jpg,No match in category
Karim Rashid,rashid_portrait,Target,NotFound,,images/rashid/rashid_portrait.jpg,No match in category
Karim Rashid,rashid_vertex_chair,Target,NotFound,,images/rashid/rashid_vertex_chair.jpg,No match in category
Karim Rashid,rashid_voxel_chair,Target,NotFound,,images/rashid/rashid_voxel_chair.jpg,No match in category
Karim Rashid,Human Media Lab by Karim Rashid.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/9/96/Human_Media_Lab_by_Karim_Rashid.jpg,D:\history of id course\images\_extras\rashid\Human_Media_Lab_by_Karim_Rashid.jpg,Extra Image
Karim Rashid,Karim Rashid talks to press at Innoprom-2012.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/1/12/Karim_Rashid_talks_to_press_at_Innoprom-2012.jpg,D:\history of id course\images\_extras\rashid\Karim_Rashid_talks_to_press_at_Innoprom-2012.jpg,Extra Image
Karim Rashid,Kia (8478980364).jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/5/5f/Kia_%288478980364%29.jpg,D:\history of id course\images\_extras\rashid\Kia__8478980364_.jpg,Extra Image
Karim Rashid,Prizeotel Bern-City designed by Karim Rashid 2.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/d/df/Prizeotel_Bern-City_designed_by_Karim_Rashid_2.jpg,D:\history of id course\images\_extras\rashid\Prizeotel_Bern-City_designed_by_Karim_Rashid_2.jpg,Extra Image
Karim Rashid,Prizeotel Bern-City designed by Karim Rashid 3.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/6/62/Prizeotel_Bern-City_designed_by_Karim_Rashid_3.jpg,D:\history of id course\images\_extras\rashid\Prizeotel_Bern-City_designed_by_Karim_Rashid_3.jpg,Extra Image
Naoto Fukasawa,fukasawa_hiroshima_chair,Target,NotFound,,images/fukasawa/fukasawa_hiroshima_chair.jpg,No match in category
Naoto Fukasawa,fukasawa_infobar_phone,Target,NotFound,,images/fukasawa/fukasawa_infobar_phone.jpg,No match in category
Naoto Fukasawa,fukasawa_lamy_noto,Target,NotFound,,images/fukasawa/fukasawa_lamy_noto.jpg,No match in category
Naoto Fukasawa,fukasawa_muji_cd_player,Target,Success,https://upload.wikimedia.org/wikipedia/commons/3/37/Muji_NYC_inside_CD_players.jpg,images/fukasawa/fukasawa_muji_cd_player.jpg,Match: File:Muji NYC inside CD players.jpg
Naoto Fukasawa,fukasawa_muji_rice_cooker,Target,NotFound,,images/fukasawa/fukasawa_muji_rice_cooker.jpg,No match in category
Naoto Fukasawa,fukasawa_neon_generic,Target,NotFound,,images/fukasawa/fukasawa_neon_generic.jpg,No match in category
Naoto Fukasawa,fukasawa_plus_minus_zero_humidifier,Target,NotFound,,images/fukasawa/fukasawa_plus_minus_zero_humidifier.jpg,No match in category
Naoto Fukasawa,fukasawa_portrait,Target,NotFound,,images/fukasawa/fukasawa_portrait.jpg,No match in category
Naoto Fukasawa,fukasawa_samsung_netbook,Target,NotFound,,images/fukasawa/fukasawa_samsung_netbook.jpg,No match in category
Naoto Fukasawa,fukasawa_tg_cup,Target,NotFound,,images/fukasawa/fukasawa_tg_cup.jpg,No match in category
